,date,away,home,time,stadium,address,city,street
524,"Wednesday, May 1, 2024",St. Louis Cardinals,Detroit Tigers," Detroit Tigers
 (4)",2100 Woodward Avenue,"2100 Woodward Avenue, Detroit, MI 48201","Detroit, MI",2100 Woodward Avenue
525,"Wednesday, May 1, 2024",Cleveland Guardians,Houston Astros," Cleveland Guardians
 (3)",501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
526,"Wednesday, May 1, 2024",Colorado Rockies,Miami Marlins," Miami Marlins
 (4)",501 Marlins Way,"501 Marlins Way, Miami, FL 33125","Miami, FL",501 Marlins Way
527,"Wednesday, May 1, 2024",Tampa Bay Rays,Milwaukee Brewers," Milwaukee Brewers
 (7)",One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
528,"Wednesday, May 1, 2024",Chicago Cubs,New York Mets," Chicago Cubs
 (1)",41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
529,"Wednesday, May 1, 2024",Pittsburgh Pirates,Oakland Athletics," Oakland Athletics
 (4)",7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
530,"Wednesday, May 1, 2024",Cincinnati Reds,San Diego Padres," San Diego Padres
 (6)",100 Park Boulevard,"100 Park Boulevard, San Diego, CA 92101","San Diego, CA",100 Park Boulevard
531,"Wednesday, May 1, 2024",Atlanta Braves,Seattle Mariners," Atlanta Braves
 (5)",P.O. Box 4100,"P.O. Box 4100, Seattle, WA 98104","Seattle, WA",P.O. Box 4100
532,"Wednesday, May 1, 2024",Washington Nationals,Texas Rangers," Washington Nationals
 (1)",734 Stadium Drive,"734 Stadium Drive, Arlington, TX 76011","Arlington, TX",734 Stadium Drive
533,"Wednesday, May 1, 2024",Kansas City Royals,Toronto Blue Jays," Kansas City Royals
 (6)","1 Blue Jays Way, Suite 3200","1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1","Toronto, Ontario, Canada","1 Blue Jays Way, Suite 3200"
534,"Thursday, May 2, 2024",New York Yankees,Baltimore Orioles," Baltimore Orioles
 (7)",333 West Camden Street,"333 West Camden Street, Baltimore, MD 21201","Baltimore, MD",333 West Camden Street
535,"Thursday, May 2, 2024",San Francisco Giants,Boston Red Sox," San Francisco Giants
 (3)",4 Jersey Street,"4 Jersey Street, Boston, MA 02215","Boston, MA",4 Jersey Street
536,"Thursday, May 2, 2024",Cleveland Guardians,Houston Astros," Houston Astros
 (8)",501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
537,"Thursday, May 2, 2024",Colorado Rockies,Miami Marlins," Miami Marlins
 (5)",501 Marlins Way,"501 Marlins Way, Miami, FL 33125","Miami, FL",501 Marlins Way
538,"Thursday, May 2, 2024",Chicago Cubs,New York Mets," New York Mets
 (7)",41 Seaver Way,"41 Seaver Way, Flushing, NY 11368","Flushing, NY",41 Seaver Way
539,"Thursday, May 2, 2024",Washington Nationals,Texas Rangers," Texas Rangers
 (6)",734 Stadium Drive,"734 Stadium Drive, Arlington, TX 76011","Arlington, TX",734 Stadium Drive
540,"Friday, May 3, 2024",San Diego Padres,Arizona D'Backs," San Diego Padres
 (7)",,,,
541,"Friday, May 3, 2024",Milwaukee Brewers,Chicago Cubs," Milwaukee Brewers
 (3)",1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
542,"Friday, May 3, 2024",Baltimore Orioles,Cincinnati Reds," Baltimore Orioles
 (3)",100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
543,"Friday, May 3, 2024",Los Angeles Angels,Cleveland Guardians," Los Angeles Angels
 (6)",2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
544,"Friday, May 3, 2024",Seattle Mariners,Houston Astros," Houston Astros
 (5)",501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
545,"Friday, May 3, 2024",Texas Rangers,Kansas City Royals," Kansas City Royals
 (7)",One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
546,"Friday, May 3, 2024",Atlanta Braves,Los Angeles Dodgers," Los Angeles Dodgers
 (4)",1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
547,"Friday, May 3, 2024",Boston Red Sox,Minnesota Twins," Minnesota Twins
 (5)",1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
548,"Friday, May 3, 2024",Detroit Tigers,New York Yankees," New York Yankees
 (2)",One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
549,"Friday, May 3, 2024",Miami Marlins,Oakland Athletics," Oakland Athletics
 (3)",7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
550,"Friday, May 3, 2024",San Francisco Giants,Philadelphia Phillies," Philadelphia Phillies
 (4)",One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
551,"Friday, May 3, 2024",Colorado Rockies,Pittsburgh Pirates," Colorado Rockies
 (3)",115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
552,"Friday, May 3, 2024",Chicago White Sox,St. Louis Cardinals," St. Louis Cardinals
 (3)",700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
553,"Friday, May 3, 2024",New York Mets,Tampa Bay Rays," Tampa Bay Rays
 (10)",One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
554,"Friday, May 3, 2024",Toronto Blue Jays,Washington Nationals," Washington Nationals
 (9)","1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
555,"Saturday, May 4, 2024",San Diego Padres,Arizona D'Backs," San Diego Padres
 (13)",,,,
556,"Saturday, May 4, 2024",Milwaukee Brewers,Chicago Cubs," Chicago Cubs
 (6)",1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
557,"Saturday, May 4, 2024",Baltimore Orioles,Cincinnati Reds," Baltimore Orioles
 (2)",100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
558,"Saturday, May 4, 2024",Los Angeles Angels,Cleveland Guardians," Cleveland Guardians
 (7)",2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
559,"Saturday, May 4, 2024",Seattle Mariners,Houston Astros," Seattle Mariners
 (5)",501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
560,"Saturday, May 4, 2024",Texas Rangers,Kansas City Royals," Texas Rangers
 (15)",One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
561,"Saturday, May 4, 2024",Atlanta Braves,Los Angeles Dodgers," Los Angeles Dodgers
 (11)",1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
562,"Saturday, May 4, 2024",Boston Red Sox,Minnesota Twins," Minnesota Twins
 (3)",1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
563,"Saturday, May 4, 2024",Detroit Tigers,New York Yankees," New York Yankees
 (5)",One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
564,"Saturday, May 4, 2024",Miami Marlins,Oakland Athletics," Oakland Athletics
 (20)",7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
565,"Saturday, May 4, 2024",San Francisco Giants,Philadelphia Phillies," Philadelphia Phillies
 (14)",One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
566,"Saturday, May 4, 2024",Colorado Rockies,Pittsburgh Pirates," Pittsburgh Pirates
 (1)",115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
567,"Saturday, May 4, 2024",Chicago White Sox,St. Louis Cardinals," Chicago White Sox
 (6)",700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
568,"Saturday, May 4, 2024",New York Mets,Tampa Bay Rays," Tampa Bay Rays
 (3)",One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
569,"Saturday, May 4, 2024",Toronto Blue Jays,Washington Nationals," Toronto Blue Jays
 (6)","1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
570,"Sunday, May 5, 2024",San Diego Padres,Arizona D'Backs," Arizona D'Backs
 (11)",,,,
571,"Sunday, May 5, 2024",Milwaukee Brewers,Chicago Cubs," Chicago Cubs
 (5)",1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
572,"Sunday, May 5, 2024",Baltimore Orioles,Cincinnati Reds," Baltimore Orioles
 (11)",100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
573,"Sunday, May 5, 2024",Los Angeles Angels,Cleveland Guardians," Cleveland Guardians
 (4)",2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
574,"Sunday, May 5, 2024",Seattle Mariners,Houston Astros," Seattle Mariners
 (5)",501 Crawford Street,"501 Crawford Street, Houston, TX 77002","Houston, TX",501 Crawford Street
575,"Sunday, May 5, 2024",Texas Rangers,Kansas City Royals," Texas Rangers
 (3)",One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
576,"Sunday, May 5, 2024",Atlanta Braves,Los Angeles Dodgers," Los Angeles Dodgers
 (5)",1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
577,"Sunday, May 5, 2024",Boston Red Sox,Minnesota Twins," Boston Red Sox
 (9)",1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
578,"Sunday, May 5, 2024",Detroit Tigers,New York Yankees," New York Yankees
 (5)",One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
579,"Sunday, May 5, 2024",Miami Marlins,Oakland Athletics," Miami Marlins
 (12)",7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
580,"Sunday, May 5, 2024",San Francisco Giants,Philadelphia Phillies," Philadelphia Phillies
 (5)",One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
581,"Sunday, May 5, 2024",Colorado Rockies,Pittsburgh Pirates," Pittsburgh Pirates
 (5)",115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
582,"Sunday, May 5, 2024",Chicago White Sox,St. Louis Cardinals," Chicago White Sox
 (5)",700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
583,"Sunday, May 5, 2024",New York Mets,Tampa Bay Rays," Tampa Bay Rays
 (7)",One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
584,"Sunday, May 5, 2024",Toronto Blue Jays,Washington Nationals," Washington Nationals
 (11)","1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
585,"Monday, May 6, 2024",San Diego Padres,Chicago Cubs," San Diego Padres
 (6)",1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
586,"Monday, May 6, 2024",Detroit Tigers,Cleveland Guardians," Cleveland Guardians
 (2)",2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
587,"Monday, May 6, 2024",Milwaukee Brewers,Kansas City Royals," Kansas City Royals
 (3)",One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
588,"Monday, May 6, 2024",Miami Marlins,Los Angeles Dodgers," Los Angeles Dodgers
 (6)",1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
589,"Monday, May 6, 2024",Seattle Mariners,Minnesota Twins," Minnesota Twins
 (3)",1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
590,"Monday, May 6, 2024",Texas Rangers,Oakland Athletics," Texas Rangers
 (4)",7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
591,"Monday, May 6, 2024",San Francisco Giants,Philadelphia Phillies," Philadelphia Phillies
 (6)",One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
592,"Monday, May 6, 2024",Los Angeles Angels,Pittsburgh Pirates," Pittsburgh Pirates
 (4)",115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
593,"Monday, May 6, 2024",New York Mets,St. Louis Cardinals," New York Mets
 (4)",700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
594,"Monday, May 6, 2024",Chicago White Sox,Tampa Bay Rays," Tampa Bay Rays
 (8)",One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
595,"Tuesday, May 7, 2024",Boston Red Sox,Atlanta Braves," Atlanta Braves
 (4)",755 Battery Avenue,"755 Battery Avenue, Atlanta, GA 30339","Atlanta, GA",755 Battery Avenue
596,"Tuesday, May 7, 2024",San Diego Padres,Chicago Cubs," Chicago Cubs
 (3)",1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
597,"Tuesday, May 7, 2024",Arizona D'Backs,Cincinnati Reds," Arizona D'Backs
 (6)",100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
598,"Tuesday, May 7, 2024",Detroit Tigers,Cleveland Guardians," Detroit Tigers
 (11)",2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
599,"Tuesday, May 7, 2024",San Francisco Giants,Colorado Rockies," San Francisco Giants
 (5)",2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
600,"Tuesday, May 7, 2024",Milwaukee Brewers,Kansas City Royals," Milwaukee Brewers
 (6)",One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
601,"Tuesday, May 7, 2024",Miami Marlins,Los Angeles Dodgers," Los Angeles Dodgers
 (8)",1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
602,"Tuesday, May 7, 2024",Seattle Mariners,Minnesota Twins," Seattle Mariners
 (10)",1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
603,"Tuesday, May 7, 2024",Houston Astros,New York Yankees," New York Yankees
 (10)",One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
604,"Tuesday, May 7, 2024",Texas Rangers,Oakland Athletics," Texas Rangers
 (15)",7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
605,"Tuesday, May 7, 2024",Toronto Blue Jays,Philadelphia Phillies," Philadelphia Phillies
 (10)",One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
606,"Tuesday, May 7, 2024",Los Angeles Angels,Pittsburgh Pirates," Los Angeles Angels
 (9)",115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
607,"Tuesday, May 7, 2024",New York Mets,St. Louis Cardinals," New York Mets
 (7)",700 Clark Street,"700 Clark Street, St. Louis, MO 63102","St. Louis, MO",700 Clark Street
608,"Tuesday, May 7, 2024",Chicago White Sox,Tampa Bay Rays," Tampa Bay Rays
 (5)",One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
609,"Tuesday, May 7, 2024",Baltimore Orioles,Washington Nationals," Washington Nationals
 (3)","1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
610,"Wednesday, May 8, 2024",Boston Red Sox,Atlanta Braves," Atlanta Braves
 (5)",755 Battery Avenue,"755 Battery Avenue, Atlanta, GA 30339","Atlanta, GA",755 Battery Avenue
611,"Wednesday, May 8, 2024",San Diego Padres,Chicago Cubs," San Diego Padres
 (3)",1060 West Addison,"1060 West Addison, Chicago, IL 60613-4397","Chicago, IL",1060 West Addison
612,"Wednesday, May 8, 2024",Arizona D'Backs,Cincinnati Reds," Arizona D'Backs
 (4)",100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
613,"Wednesday, May 8, 2024",Detroit Tigers,Cleveland Guardians," Cleveland Guardians
 (5)",2401 Ontario Street,"2401 Ontario Street, Cleveland, OH 44115","Cleveland, OH",2401 Ontario Street
614,"Wednesday, May 8, 2024",San Francisco Giants,Colorado Rockies," San Francisco Giants
 (8)",2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
615,"Wednesday, May 8, 2024",Milwaukee Brewers,Kansas City Royals," Kansas City Royals
 (6)",One Royal Way,"One Royal Way, Kansas City, MO 64129","Kansas City, MO",One Royal Way
616,"Wednesday, May 8, 2024",Miami Marlins,Los Angeles Dodgers," Los Angeles Dodgers
 (3)",1000 Vin Scully Avenue,"1000 Vin Scully Avenue, Los Angeles, CA 90012","Los Angeles, CA",1000 Vin Scully Avenue
617,"Wednesday, May 8, 2024",Seattle Mariners,Minnesota Twins," Minnesota Twins
 (6)",1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
618,"Wednesday, May 8, 2024",Houston Astros,New York Yankees," New York Yankees
 (9)",One East 161st Street,"One East 161st Street, Bronx, NY 10451","Bronx, NY",One East 161st Street
619,"Wednesday, May 8, 2024",Texas Rangers,Oakland Athletics," Oakland Athletics
 (9)",7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
620,"Wednesday, May 8, 2024",Texas Rangers,Oakland Athletics," Texas Rangers
 (12)",7000 Coliseum Way,"7000 Coliseum Way, Oakland, CA 94621","Oakland, CA",7000 Coliseum Way
621,"Wednesday, May 8, 2024",Toronto Blue Jays,Philadelphia Phillies," Toronto Blue Jays
 (5)",One Citizens Bank Way,"One Citizens Bank Way, Philadelphia, PA 19148","Philadelphia, PA",One Citizens Bank Way
622,"Wednesday, May 8, 2024",Los Angeles Angels,Pittsburgh Pirates," Los Angeles Angels
 (5)",115 Federal Street,"115 Federal Street, Pittsburgh, PA 15212","Pittsburgh, PA",115 Federal Street
623,"Wednesday, May 8, 2024",Chicago White Sox,Tampa Bay Rays," Chicago White Sox
 (4)",One Tropicana Drive,"One Tropicana Drive, St. Petersburg, FL 33705","St. Petersburg, FL",One Tropicana Drive
624,"Wednesday, May 8, 2024",Baltimore Orioles,Washington Nationals," Baltimore Orioles
 (7)","1500 South Capitol Street, SE","1500 South Capitol Street, SE, Washington, DC 20003-1507","Washington, DC","1500 South Capitol Street, SE"
625,"Thursday, May 9, 2024",Kansas City Royals,Los Angeles Angels," Kansas City Royals
 (10)",2000 Gene Autry Way,"2000 Gene Autry Way, Anaheim, CA 92806","Anaheim, CA",2000 Gene Autry Way
626,"Thursday, May 9, 2024",Cleveland Guardians,Chicago White Sox," Chicago White Sox
 (3)",333 West 35th Street,"333 West 35th Street, Chicago, IL 60616","Chicago, IL",333 West 35th Street
627,"Thursday, May 9, 2024",Arizona D'Backs,Cincinnati Reds," Arizona D'Backs
 (5)",100 Main Street,"100 Main Street, Cincinnati, OH 45202-4109","Cincinnati, OH",100 Main Street
628,"Thursday, May 9, 2024",San Francisco Giants,Colorado Rockies," Colorado Rockies
 (9)",2001 Blake Street,"2001 Blake Street, Denver, CO 80205-2000","Denver, CO",2001 Blake Street
629,"Thursday, May 9, 2024",St. Louis Cardinals,Milwaukee Brewers," Milwaukee Brewers
 (7)",One Brewers Way,"One Brewers Way, Milwaukee, WI 53214","Milwaukee, WI",One Brewers Way
630,"Thursday, May 9, 2024",Seattle Mariners,Minnesota Twins," Minnesota Twins
 (11)",1 Twins Way,"1 Twins Way, Minneapolis, MN 55403","Minneapolis, MN",1 Twins Way
